,p,sep1,sed1,sep1_lws,sed1_lws
356,0.0,0.0,0.0,-0.006983097772607041,-0.006983097772607041
305,0.0,0.0,0.0,-0.006983097772607041,-0.006983097772607041
316,0.0,0.0,0.0,-0.006983097772607041,-0.006983097772607041
286,0.0,0.0,0.0,-0.006983097772607041,-0.006983097772607041
346,0.0,0.0,0.0,-0.006983097772607041,-0.006983097772607041
289,0.0,0.0,0.0,-0.006983097772607041,-0.006983097772607041
290,0.0,0.0,0.0,-0.006983097772607041,-0.006983097772607041
290,0.0,0.0,0.0,-0.006983097772607041,-0.006983097772607041
284,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
315,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
287,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
286,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
287,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
288,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
289,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
285,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
283,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
314,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
347,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
354,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
353,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
352,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
351,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
350,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
349,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
348,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
313,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
355,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
289,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
288,1e-05,0.0,0.0,0.007217887959915748,0.007217887959915748
343,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
344,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
345,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
302,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
303,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
304,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
341,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
340,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
342,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
282,1.000010000100001e-05,0.0,0.0,0.007218029643440137,0.007218029643440137
281,1.000020000400008e-05,0.0,0.0,0.0072181713297913355,0.0072181713297913355
285,1.000030000900027e-05,0.0,0.0,0.007218313018969543,0.007218313018969543
339,1.000030000900027e-05,0.0,0.0,0.007218313018969543,0.007218313018969543
338,1.000030000900027e-05,0.0,0.0,0.007218313018969543,0.007218313018969543
311,2e-05,0.0,0.0,0.021350794383470147,0.021350794383470147
312,2e-05,0.0,0.0,0.021350794383470147,0.021350794383470147
301,2.000020000200002e-05,0.0,0.0,0.02135107631661735,0.02135107631661735
280,2.000040000800016e-05,0.0,0.0,0.021351358255373397,0.021351358255373397
284,2.000060001800054e-05,0.0,0.0,0.021351640199738342,0.021351640199738342
283,2.000060001800054e-05,0.0,0.0,0.021351640199738342,0.021351640199738342
282,2.000060001800054e-05,0.0,0.0,0.021351640199738342,0.021351640199738342
336,2.000080003200128e-05,0.0,0.0,0.021351922149712325,0.021351922149712325
337,2.000080003200128e-05,0.0,0.0,0.021351922149712325,0.021351922149712325
281,2.000080003200128e-05,0.0,0.0,0.021351922149712325,0.021351922149712325
286,3e-05,0.0,0.0,0.03540897220434393,0.03540897220434393
310,3e-05,0.0,0.0,0.03540897220434393,0.03540897220434393
346,3.000030000300003e-05,0.0,0.0,0.03540939277802886,0.03540939277802886
288,3.000030000300003e-05,0.0,0.0,0.03540939277802886,0.03540939277802886
345,3.000060001200024e-05,0.0,0.0,0.0354098133600531,0.0354098133600531
287,3.000060001200024e-05,0.0,0.0,0.0354098133600531,0.0354098133600531
286,3.000060001200024e-05,0.0,0.0,0.0354098133600531,0.0354098133600531
285,3.000090002700081e-05,0.0,0.0,0.035410233950417334,0.035410233950417334
279,3.000090002700081e-05,0.0,0.0,0.035410233950417334,0.035410233950417334
334,3.000120004800192e-05,0.0,0.0,0.03541065454912146,0.03541065454912146
333,3.000120004800192e-05,0.0,0.0,0.03541065454912146,0.03541065454912146
335,3.000120004800192e-05,0.0,0.0,0.03541065454912146,0.03541065454912146
332,3.0001500075003752e-05,0.0,0.0,0.03541107515616582,0.03541107515616582
285,4e-05,0.0,0.0,0.04938737486644875,0.04938737486644875
300,4.000040000400004e-05,0.0,0.0,0.049387932364054005,0.049387932364054005
309,4.000040000400004e-05,0.0,0.0,0.049387932364054005,0.049387932364054005
344,4.000080001600032e-05,0.0,0.0,0.049388489872676515,0.049388489872676515
278,4.000160006400256e-05,0.0,0.0,0.04938960492297375,0.04938960492297375
280,4.000160006400256e-05,0.0,0.0,0.04938960492297375,0.04938960492297375
330,4.000240014400864e-05,0.25,0.25,0.049390720017342855,0.049390720017342855
331,4.000240014400864e-05,0.25,0.25,0.049390720017342855,0.049390720017342855
281,5e-05,0.0,0.0,0.06328265816410977,0.06328265816410977
284,5e-05,0.0,0.0,0.06328265816410977,0.06328265816410977
283,5e-05,0.0,0.0,0.06328265816410977,0.06328265816410977
282,5e-05,0.0,0.0,0.06328265816410977,0.06328265816410977
299,5.000050000500005e-05,0.0,0.0,0.0632833508144633,0.0632833508144633
343,5.00010000200004e-05,0.0,0.0,0.06328404347845597,0.06328404347845597
298,5.00010000200004e-05,0.0,0.0,0.06328404347845597,0.06328404347845597
282,5.000150004500135e-05,0.0,0.0,0.06328473615608815,0.06328473615608815
283,5.000150004500135e-05,0.0,0.0,0.06328473615608815,0.06328473615608815
284,5.000150004500135e-05,0.0,0.0,0.06328473615608815,0.06328473615608815
277,5.00020000800032e-05,0.0,0.0,0.06328542884736081,0.06328542884736081
279,5.00020000800032e-05,0.0,0.0,0.06328542884736081,0.06328542884736081
278,5.000250012500625e-05,0.0,0.0,0.06328612155227385,0.06328612155227385
328,5.00030001800108e-05,0.2,0.2,0.06328681427082795,0.06328681427082795
329,5.00030001800108e-05,0.2,0.2,0.06328681427082795,0.06328681427082795
277,5.00030001800108e-05,0.0,0.0,0.06328681427082795,0.06328681427082795
276,5.000350024501715e-05,0.2,0.2,0.06328750700302341,0.06328750700302341
274,5.00040003200256e-05,0.2,0.2,0.06328819974886044,0.06328819974886044
273,5.00040003200256e-05,0.2,0.2,0.06328819974886044,0.06328819974886044
275,5.00040003200256e-05,0.2,0.2,0.06328819974886044,0.06328819974886044
308,6.000060000600006e-05,0.0,0.0,0.07709323832867607,0.07709323832867607
342,6.000120002400048e-05,0.0,0.0,0.07709406433300345,0.07709406433300345
297,6.000120002400048e-05,0.0,0.0,0.07709406433300345,0.07709406433300345
280,6.000120002400048e-05,0.0,0.0,0.07709406433300345,0.07709406433300345
306,6.000180005400162e-05,0.0,0.0,0.07709489035353675,0.07709489035353675
305,6.000180005400162e-05,0.0,0.0,0.07709489035353675,0.07709489035353675
307,6.000180005400162e-05,0.0,0.0,0.07709489035353675,0.07709489035353675
279,6.000180005400162e-05,0.0,0.0,0.07709489035353675,0.07709489035353675
277,6.000240009600384e-05,0.0,0.0,0.07709571639027644,0.07709571639027644
278,6.000240009600384e-05,0.0,0.0,0.07709571639027644,0.07709571639027644
281,6.000240009600384e-05,0.0,0.0,0.07709571639027644,0.07709571639027644
280,6.000240009600384e-05,0.0,0.0,0.07709571639027644,0.07709571639027644
327,6.000420029402058e-05,0.3333333333333333,0.3333333333333333,0.07709819459773891,0.07709819459773891
272,6.0004800384030723e-05,0.16666666666666666,0.16666666666666666,0.07709902069930892,0.07709902069930892
296,7.000140002800056e-05,0.0,0.0,0.09081673940440282,0.09081673940440282
341,7.000140002800056e-05,0.0,0.0,0.09081673940440282,0.09081673940440282
304,7.00021000630019e-05,0.0,0.0,0.09081769693243356,0.09081769693243356
276,7.000350017500875e-05,0.0,0.0,0.09081961204464789,0.09081961204464789
274,7.000420025201513e-05,0.14285714285714285,0.14285714285714285,0.09082056962883275,0.09082056962883275
275,7.000420025201513e-05,0.14285714285714285,0.14285714285714285,0.09082056962883275,0.09082056962883275
325,7.000490034302401e-05,0.2857142857142857,0.2857142857142857,0.09082152723173693,0.09082152723173693
326,7.000490034302401e-05,0.2857142857142857,0.2857142857142857,0.09082152723173693,0.09082152723173693
270,7.000560044803585e-05,0.2857142857142857,0.2857142857142857,0.09082248485336096,0.09082248485336096
324,7.000560044803585e-05,0.42857142857142855,0.42857142857142855,0.09082248485336096,0.09082248485336096
269,7.000560044803585e-05,0.42857142857142855,0.42857142857142855,0.09082248485336096,0.09082248485336096
271,7.000560044803585e-05,0.2857142857142857,0.2857142857142857,0.09082248485336096,0.09082248485336096
323,7.000630056705103e-05,0.42857142857142855,0.42857142857142855,0.09082344249370526,0.09082344249370526
303,8.000240007200216e-05,0.0,0.0,0.104451943648694,0.104451943648694
302,8.000240007200216e-05,0.0,0.0,0.104451943648694,0.104451943648694
301,8.000240007200216e-05,0.0,0.0,0.104451943648694,0.104451943648694
295,8.000320012800512e-05,0.0,0.0,0.1044530308645022,0.1044530308645022
279,8.000400020001e-05,0.0,0.0,0.10445411810148404,0.10445411810148404
275,8.000400020001e-05,0.0,0.0,0.10445411810148404,0.10445411810148404
276,8.000400020001e-05,0.0,0.0,0.10445411810148404,0.10445411810148404
278,8.000400020001e-05,0.0,0.0,0.10445411810148404,0.10445411810148404
277,8.000400020001e-05,0.0,0.0,0.10445411810148404,0.10445411810148404
273,8.000480028801728e-05,0.125,0.125,0.10445520535963981,0.10445520535963981
274,8.000480028801728e-05,0.0,0.0,0.10445520535963981,0.10445520535963981
273,8.000560039202744e-05,0.125,0.125,0.10445629263897055,0.10445629263897055
270,8.000560039202744e-05,0.25,0.25,0.10445629263897055,0.10445629263897055
272,8.000560039202744e-05,0.125,0.125,0.10445629263897055,0.10445629263897055
271,8.000560039202744e-05,0.25,0.25,0.10445629263897055,0.10445629263897055
267,8.000640051204096e-05,0.5,0.5,0.10445737993947656,0.10445737993947656
268,8.000640051204096e-05,0.375,0.375,0.10445737993947656,0.10445737993947656
340,9.000180003600073e-05,0.0,0.0,0.11799563984118773,0.11799563984118773
339,9.000180003600073e-05,0.0,0.0,0.11799563984118773,0.11799563984118773
294,9.000360014400577e-05,0.0,0.0,0.11799806994438915,0.11799806994438915
293,9.000450022501125e-05,0.0,0.0,0.11799928503135777,0.11799928503135777
292,9.000450022501125e-05,0.1111111111111111,0.1111111111111111,0.11799928503135777,0.11799928503135777
276,9.000540032401945e-05,0.1111111111111111,0.1111111111111111,0.11800050014190626,0.11800050014190626
269,9.000630044103088e-05,0.3333333333333333,0.3333333333333333,0.11800171527603508,0.11800171527603508
274,9.000630044103088e-05,0.2222222222222222,0.2222222222222222,0.11800171527603508,0.11800171527603508
275,9.000630044103088e-05,0.2222222222222222,0.2222222222222222,0.11800171527603508,0.11800171527603508
338,0.0001000020000400008,0.0,0.0,0.13145134955990903,0.13145134955990903
337,0.0001000030000900027,0.0,0.0,0.13145269078330635,0.13145269078330635
336,0.0001000030000900027,0.1,0.1,0.13145269078330635,0.13145269078330635
300,0.0001000030000900027,0.0,0.0,0.13145269078330635,0.13145269078330635
335,0.0001000040001600064,0.1,0.1,0.13145403203266393,0.13145403203266393
332,0.0001000040001600064,0.3,0.3,0.13145403203266393,0.13145403203266393
333,0.0001000040001600064,0.3,0.3,0.13145403203266393,0.13145403203266393
334,0.0001000040001600064,0.2,0.2,0.13145403203266393,0.13145403203266393
291,0.0001000050002500125,0.1,0.1,0.1314553733079826,0.1314553733079826
331,0.0001000050002500125,0.3,0.3,0.1314553733079826,0.1314553733079826
330,0.0001000050002500125,0.3,0.3,0.1314553733079826,0.1314553733079826
299,0.0001000050002500125,0.0,0.0,0.1314553733079826,0.1314553733079826
290,0.0001000060003600216,0.2,0.2,0.1314567146092627,0.1314567146092627
266,0.0001000060003600216,0.7,0.7,0.1314567146092627,0.1314567146092627
289,0.0001000060003600216,0.4,0.4,0.1314567146092627,0.1314567146092627
272,0.0001000060003600216,0.1,0.1,0.1314567146092627,0.1314567146092627
