,p,sep1,sep2,sep3,sep4,sep5,sep6,sep7,sep8,sep9,sep10,sep15,sep20,sep25,sep30,sed1,sed2,sed3,sed4,sed5,sed6,sed7,sed8,sed9,sed10,sed15,sed20,sed25,sed30,sep1_lws,sep2_lws,sep3_lws,sep4_lws,sep5_lws,sep6_lws,sep7_lws,sep8_lws,sep9_lws,sep10_lws,sep15_lws,sep20_lws,sep25_lws,sep30_lws,sed1_lws,sed2_lws,sed3_lws,sed4_lws,sed5_lws,sed6_lws,sed7_lws,sed8_lws,sed9_lws,sed10_lws,sed15_lws,sed20_lws,sed25_lws,sed30_lws
0,0.0005,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7586396119616923,0.7335381681785501,0.7192797129844559,0.7120991584006712,0.7042957550859568,0.6965472142205095,0.6891449151045342,0.6855102054090653,0.6825173632626984,0.6778504082084552,0.6639365071247918,0.653207748504153,0.6455564022976926,0.6390913932319379,0.7586396119616923,0.7334658118530145,0.7191368231765796,0.7120568268776286,0.7042228531436916,0.696501836757657,0.6899398329562512,0.6858159511494903,0.6819435932863632,0.6780293232033365,0.6618922774363664,0.6506967137745469,0.6437088344195645,0.6377933285510807
0,0.0005,0.42,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.3673469387755102,0.38,0.42,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.7586396119616923,0.7335381681785501,0.7192797129844559,0.7120991584006712,0.7042957550859568,0.6965472142205095,0.6891449151045342,0.6855102054090653,0.6825173632626984,0.6778504082084552,0.6639365071247918,0.653207748504153,0.6455564022976926,0.6390913932319379,0.7586396119616923,0.7334658118530145,0.7191368231765796,0.7120568268776286,0.7042228531436916,0.696501836757657,0.6899398329562512,0.6858159511494903,0.6819435932863632,0.6780293232033365,0.6618922774363664,0.6506967137745469,0.6437088344195645,0.6377933285510807
0,0.0005,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.44,0.44,0.4489795918367347,0.44,0.42,0.42,0.42,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.44,0.44,0.44,0.44,0.42,0.42,0.42,0.7586396119616923,0.7335381681785501,0.7192797129844559,0.7120991584006712,0.7042957550859568,0.6965472142205095,0.6891449151045342,0.6855102054090653,0.6825173632626984,0.6778504082084552,0.6639365071247918,0.653207748504153,0.6455564022976926,0.6390913932319379,0.7586396119616923,0.7334658118530145,0.7191368231765796,0.7120568268776286,0.7042228531436916,0.696501836757657,0.6899398329562512,0.6858159511494903,0.6819435932863632,0.6780293232033365,0.6618922774363664,0.6506967137745469,0.6437088344195645,0.6377933285510807
0,0.0005,0.62,0.6,0.6,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.6041666666666666,0.5714285714285714,0.58,0.62,0.6,0.6,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.6,0.58,0.58,0.7586396119616923,0.7335381681785501,0.7192797129844559,0.7120991584006712,0.7042957550859568,0.6965472142205095,0.6891449151045342,0.6855102054090653,0.6825173632626984,0.6778504082084552,0.6639365071247918,0.653207748504153,0.6455564022976926,0.6390913932319379,0.7586396119616923,0.7334658118530145,0.7191368231765796,0.7120568268776286,0.7042228531436916,0.696501836757657,0.6899398329562512,0.6858159511494903,0.6819435932863632,0.6780293232033365,0.6618922774363664,0.6506967137745469,0.6437088344195645,0.6377933285510807
0,0.0005,0.66,0.6,0.5918367346938775,0.58,0.56,0.56,0.56,0.56,0.56,0.56,0.54,0.5306122448979592,0.54,0.52,0.66,0.6,0.58,0.58,0.56,0.56,0.56,0.56,0.56,0.56,0.54,0.54,0.54,0.52,0.7586396119616923,0.7335381681785501,0.7192797129844559,0.7120991584006712,0.7042957550859568,0.6965472142205095,0.6891449151045342,0.6855102054090653,0.6825173632626984,0.6778504082084552,0.6639365071247918,0.653207748504153,0.6455564022976926,0.6390913932319379,0.7586396119616923,0.7334658118530145,0.7191368231765796,0.7120568268776286,0.7042228531436916,0.696501836757657,0.6899398329562512,0.6858159511494903,0.6819435932863632,0.6780293232033365,0.6618922774363664,0.6506967137745469,0.6437088344195645,0.6377933285510807
0,0.0005,0.54,0.54,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.54,0.54,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.7586396119616923,0.7335381681785501,0.7192797129844559,0.7120991584006712,0.7042957550859568,0.6965472142205095,0.6891449151045342,0.6855102054090653,0.6825173632626984,0.6778504082084552,0.6639365071247918,0.653207748504153,0.6455564022976926,0.6390913932319379,0.7586396119616923,0.7334658118530145,0.7191368231765796,0.7120568268776286,0.7042228531436916,0.696501836757657,0.6899398329562512,0.6858159511494903,0.6819435932863632,0.6780293232033365,0.6618922774363664,0.6506967137745469,0.6437088344195645,0.6377933285510807
0,0.0005,0.5,0.5,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.4897959183673469,0.5,0.5,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.7586396119616923,0.7335381681785501,0.7192797129844559,0.7120991584006712,0.7042957550859568,0.6965472142205095,0.6891449151045342,0.6855102054090653,0.6825173632626984,0.6778504082084552,0.6639365071247918,0.653207748504153,0.6455564022976926,0.6390913932319379,0.7586396119616923,0.7334658118530145,0.7191368231765796,0.7120568268776286,0.7042228531436916,0.696501836757657,0.6899398329562512,0.6858159511494903,0.6819435932863632,0.6780293232033365,0.6618922774363664,0.6506967137745469,0.6437088344195645,0.6377933285510807
0,0.0005,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.7586396119616923,0.7335381681785501,0.7192797129844559,0.7120991584006712,0.7042957550859568,0.6965472142205095,0.6891449151045342,0.6855102054090653,0.6825173632626984,0.6778504082084552,0.6639365071247918,0.653207748504153,0.6455564022976926,0.6390913932319379,0.7586396119616923,0.7334658118530145,0.7191368231765796,0.7120568268776286,0.7042228531436916,0.696501836757657,0.6899398329562512,0.6858159511494903,0.6819435932863632,0.6780293232033365,0.6618922774363664,0.6506967137745469,0.6437088344195645,0.6377933285510807
1,0.00056,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5535714285714286,0.5535714285714286,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5535714285714286,0.5535714285714286,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.758425712527675,0.7333726982733686,0.71914340424237,0.7119299603924147,0.7041336602523165,0.6964184171106856,0.689041883533972,0.6854067615791886,0.6824057447197595,0.6777577519045389,0.6638662523674438,0.6531877559157827,0.6455648074495295,0.6391258568960164,0.758425712527675,0.7332960277582822,0.7189868082238527,0.7118719541655409,0.7040417023749426,0.6963480522570711,0.6898038369188385,0.6856807775362501,0.6818090381359944,0.6779027208222657,0.6618060372944893,0.6506395922621823,0.6436628080220713,0.6377633401420217
1,0.00056,0.625,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6,0.6296296296296297,0.6071428571428571,0.625,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.758425712527675,0.7333726982733686,0.71914340424237,0.7119299603924147,0.7041336602523165,0.6964184171106856,0.689041883533972,0.6854067615791886,0.6824057447197595,0.6777577519045389,0.6638662523674438,0.6531877559157827,0.6455648074495295,0.6391258568960164,0.758425712527675,0.7332960277582822,0.7189868082238527,0.7118719541655409,0.7040417023749426,0.6963480522570711,0.6898038369188385,0.6856807775362501,0.6818090381359944,0.6779027208222657,0.6618060372944893,0.6506395922621823,0.6436628080220713,0.6377633401420217
