,1,p
0,0.45,0.0001
1,0.3,0.00010046181046515888
2,0.45,0.00010092575361937517
3,0.75,0.00010139183931162991
4,0.55,0.00010186007743638809
5,0.55,0.00010233047793380838
6,0.45,0.00010280305078995381
7,0.55,0.00010327780603700442
8,0.45,0.0001037547537534699
9,0.5,0.00010423390406440324
10,0.4,0.00010471526714161633
11,0.47619047619047616,0.0001051988532038955
12,0.47619047619047616,0.00010568467251721822
13,0.38095238095238093,0.00010617273539497163
14,0.38095238095238093,0.00010666305219817106
15,0.5238095238095238,0.00010715563333568019
16,0.3333333333333333,0.00010765048926443165
17,0.5238095238095238,0.00010814763048964952
18,0.42857142857142855,0.0001086470675650722
19,0.42857142857142855,0.00010914881109317595
20,0.3333333333333333,0.00010965287172540073
21,0.36363636363636365,0.00011015926016237598
22,0.22727272727272727,0.00011066798715414744
23,0.5909090909090909,0.00011117906350040597
24,0.3181818181818182,0.0001116925000507166
25,0.5454545454545454,0.0001122083077047484
26,0.5,0.0001127264974125066
27,0.5454545454545454,0.00011324708017456474
28,0.45454545454545453,0.00011377006704229774
29,0.5454545454545454,0.00011429546911811735
30,0.36363636363636365,0.00011482329755570736
31,0.4782608695652174,0.00011535356356026015
32,0.5217391304347826,0.00011588627838871512
33,0.34782608695652173,0.00011642145334999749
34,0.43478260869565216,0.00011695909980525784
35,0.6086956521739131,0.00011749922916811414
36,0.5217391304347826,0.00011804185290489363
37,0.43478260869565216,0.00011858698253487588
38,0.43478260869565216,0.00011913462963053807
39,0.5652173913043478,0.00011968480581780017
40,0.375,0.00012023752277627199
41,0.375,0.0001207927922395006
42,0.25,0.00012135062599522024
43,0.5,0.0001219110358856021
44,0.2916666666666667,0.00012247403380750543
45,0.3333333333333333,0.0001230396317127307
46,0.4583333333333333,0.00012360784160827317
47,0.5,0.0001241786755565772
48,0.4583333333333333,0.00012475214567579315
49,0.68,0.00012532826414003435
50,0.4,0.000125907043179635
51,0.36,0.00012648849508141064
52,0.36,0.00012707263218891872
53,0.36,0.00012765946690271998
54,0.64,0.0001282490116806428
55,0.44,0.00012884127903804696
56,0.44,0.00012943628154808923
57,0.6153846153846154,0.0001300340318419908
58,0.34615384615384615,0.0001306345426093053
59,0.5,0.0001312378265981875
60,0.38461538461538464,0.000131843896615665
61,0.5769230769230769,0.0001324527655279094
62,0.5,0.00013306444626050979
63,0.4230769230769231,0.0001336789517987465
64,0.5,0.00013429629518786783
65,0.4230769230769231,0.00013491648953336622
66,0.5925925925925926,0.00013553954800125628
67,0.37037037037037035,0.0001361654838183551
68,0.5185185185185185,0.00013679431027256264
69,0.5555555555555556,0.00013742604071314326
70,0.4444444444444444,0.00013806068855101006
71,0.3333333333333333,0.00013869826725900917
72,0.5925925925925926,0.00013933879037220532
73,0.48148148148148145,0.00013998227148816995
74,0.39285714285714285,0.00014062872426726957
75,0.17857142857142858,0.00014127816243295527
76,0.5357142857142857,0.00014193059977205482
77,0.5,0.00014258605013506507
78,0.5714285714285714,0.00014324452743644548
79,0.5,0.00014390604565491438
80,0.2857142857142857,0.00014457061883374524
81,0.3103448275862069,0.00014523826108106444
82,0.3793103448275862,0.00014590898657015157
83,0.3793103448275862,0.00014658280953973993
84,0.3793103448275862,0.00014725974429431838
85,0.4482758620689655,0.00014793980520443574
86,0.3103448275862069,0.0001486230067070055
87,0.4827586206896552,0.00014930936330561238
88,0.4482758620689655,0.0001499988895708198
89,0.4,0.00015069160014047995
90,0.4666666666666667,0.00015138750972004423
91,0.43333333333333335,0.0001520866330828748
92,0.4666666666666667,0.0001527889850705593
93,0.3333333333333333,0.00015349458059322536
94,0.36666666666666664,0.0001542034346298566
95,0.3333333333333333,0.00015491556222861172
96,0.3548387096774194,0.0001556309785071433
97,0.4838709677419355,0.00015634969865291847
98,0.41935483870967744,0.00015707173792354202
99,0.45161290322580644,0.00015779711164708003
100,0.5161290322580645,0.00015852583522238468
101,0.5483870967741935,0.00015925792411942218
102,0.41935483870967744,0.00015999339387960063
103,0.5625,0.0001607322601160995
104,0.25,0.00016147453851420203
105,0.4375,0.00016222024483162763
106,0.53125,0.00016296939489886662
107,0.40625,0.0001637220046195157
108,0.46875,0.0001644780899706165
109,0.45454545454545453,0.00016523766700299444
110,0.3333333333333333,0.00016600075184159863
111,0.36363636363636365,0.00016676736068584557
112,0.48484848484848486,0.00016753750980996222
113,0.45454545454545453,0.00016831121556333122
114,0.3333333333333333,0.00016908849437083883
115,0.30303030303030304,0.0001698693627332231
116,0.3235294117647059,0.00017065383722742383
117,0.35294117647058826,0.00017144193450693528
118,0.4411764705882353,0.0001722336713021593
119,0.38235294117647056,0.00017302906442076004
120,0.5294117647058824,0.0001738281307480216
121,0.38235294117647056,0.0001746308872472062
122,0.4,0.00017543735095991363
123,0.3142857142857143,0.000176247539006444
124,0.3142857142857143,0.00017706146858616093
125,0.5142857142857142,0.00017787915697785583
126,0.42857142857142855,0.00017870062154011596
127,0.3142857142857143,0.00017952587971169237
128,0.5,0.0001803549490118695
129,0.4166666666666667,0.0001811878470408383
130,0.5,0.00018202459148006914
131,0.4722222222222222,0.0001828652000926868
132,0.4444444444444444,0.00018370969072384856
133,0.4166666666666667,0.0001845580813011225
134,0.32432432432432434,0.00018541038983486751
135,0.4594594594594595,0.0001862666344186168
136,0.4864864864864865,0.0001871268332294612
137,0.5675675675675675,0.00018799100452843544
138,0.4864864864864865,0.0001888591666609051
139,0.4864864864864865,0.000189731338056957
140,0.42105263157894735,0.0001906075372317902
141,0.3684210526315789,0.0001914877827861082
142,0.631578947368421,0.00019237209340651517
143,0.42105263157894735,0.00019326048786591187
144,0.5263157894736842,0.00019415298502389376
145,0.5384615384615384,0.00019504960382715246
146,0.4358974358974359,0.00019595036330987737
147,0.4358974358974359,0.00019685528259415924
148,0.46153846153846156,0.00019776438089039717
149,0.46153846153846156,0.00019867767749770588
150,0.4358974358974359,0.0001995951918043249
151,0.35,0.0002005169432880312
152,0.625,0.00020144295151655205
153,0.275,0.00020237323614798061
154,0.45,0.00020330781693119268
155,0.4,0.000204246713706267
156,0.4878048780487805,0.00020518994640490585
157,0.5365853658536586,0.0002061375350508576
158,0.36585365853658536,0.000207089499760343
159,0.17073170731707318,0.00020804586074248168
160,0.4634146341463415,0.00020900663829972031
161,0.4634146341463415,0.00020997185282826521
162,0.38095238095238093,0.00021094152481851436
163,0.3333333333333333,0.00021191567485549198
164,0.5,0.0002128943236192867
165,0.42857142857142855,0.00021387749188549
166,0.40476190476190477,0.00021486520052563652
167,0.4186046511627907,0.00021585747050764854
168,0.37209302325581395,0.00021685432289628032
169,0.3023255813953488,0.00021785577885356477
170,0.32558139534883723,0.00021886185963926392
171,0.3953488372093023,0.0002198725866113196
172,0.45454545454545453,0.00022088798122630622
173,0.3181818181818182,0.00022190806503988747
174,0.5681818181818182,0.00022293285970727348
175,0.36363636363636365,0.00022396238698367963
176,0.5,0.0002249966687247899
177,0.5333333333333333,0.00022603572688722007
178,0.24444444444444444,0.0002270795835289832
179,0.4222222222222222,0.00022812826080995926
180,0.35555555555555557,0.00022918178099236484
181,0.45652173913043476,0.00023024016644122508
182,0.3695652173913043,0.00023130343962484987
183,0.43478260869565216,0.00023237162311531012
184,0.43478260869565216,0.00023344473958891618
185,0.5217391304347826,0.0002345228118267007
